name,url_slug,url,pdf_url,website,tags,meal_type,address,latitude,longitude
Indian Table,indian-table,https://www.nyctourism.com/restaurant-week/indian-table,https://assets.ctfassets.net/1aemqu6a6t65/3HlcURl89Ji4FtE1Svsadt/dc1610addf22017795820ca0d4d529f3/Restaurant_Week_July_24th__2023.pdf,https://indiantableny.com,Restaurants; Cobble Hill; Brooklyn; New York City; Mastercard Offer; Wheelchair Accessible; Asian American Owned; Indian; $$$; Member Organization,Dinner_Price_45,"234 Court St.,Brooklyn,11201,NY",40.6860572,-73.9944029
Il Mulino Prime | Soho,il-mulino-prime-soho,https://www.nyctourism.com/restaurant-week/il-mulino-prime-soho,https://assets.ctfassets.net/1aemqu6a6t65/4X2Nisyt5qrOBm5RC7V3zk/5ab412145fb1d2115d149bc00c1f7b4e/Prime_Soho_Restaurant_Week_Dinner.pdf,https://www.imny.com/location/prime-soho,Restaurants; Soho; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Steakhouse; Italian; Vegetarian Options; Vegan Options; Gluten-Free; $$$$; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_LunchBrunch_Price_45; Sunday_Dinner_Price_60,"331 West Broadway,Manhattan,10013,NY",40.7221926,-74.0037316
Ixta,ixta,https://www.nyctourism.com/restaurant-week/ixta,,https://ixtanyc.com,Restaurants; Lower East Side; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Asian American Owned; Mexican; Vegetarian Options; $$$$; Bar; Cocktails; Specialty,Lunch_Price_30; Dinner_Price_60,"299 Bowery,Manhattan,10003,NY",40.7244791,-73.9921611
Romeo's Italian Restaurant,romeos-italian-restaurant,https://www.nyctourism.com/restaurant-week/romeos-italian-restaurant,,https://romeositalianrestaurant.com,Restaurants; Jackson Heights; Queens; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; Italian; $$$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"74-27 37th Ave.,Queens,11372,NY",40.749183,-73.8910294
Jane,jane,https://www.nyctourism.com/restaurant-week/jane,https://downloads.ctfassets.net/1aemqu6a6t65/7jyEpBxIZ5d4UowQvIAU7H/6c3f2327f7e47f21e30ac2b41daec172/Jane_Summer_2023_RW_Menu.pdf,https://www.janerestaurant.com,Restaurants; Greenwich Village; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Free WiFi; $$$$; Member Organization; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"100 W. Houston St.,Manhattan,10012,NY",40.727368,-74.0001966
Jue Lan Club,jue-lan-club,https://www.nyctourism.com/restaurant-week/jue-lan-club,https://assets.ctfassets.net/1aemqu6a6t65/43jlAvGnoe9i2mhYp15i02/a3576051ae8e1ec54a3d75d0c0293ffd/PDFsam_merge.pdf,https://www.juelanclub.com,Restaurants; Flatiron District; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Woman Owned; Chinese; Vegetarian Options; Gluten-Free; $; $$$$; Fireplace(s); Member Organization; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"49 W. 20th St.,Manhattan,10011,NY",40.7409034,-73.9933383
Strip House Midtown,strip-house-midtown,https://www.nyctourism.com/restaurant-week/strip-house-midtown,,https://www.striphouse.com/location/striphouse-midtown,Restaurants; Midtown West; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Steakhouse; American (Traditional); Free WiFi; Internet; $$$$; Member Organization; Gift Cards Available; Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_Dinner_Price_60,"15 W. 44th St.,Manhattan,10036,NY",40.755344,-73.9806613
EZ Paella & Tapas,ez-paella-tapas,https://www.nyctourism.com/restaurant-week/ez-paella-tapas,,https://ezpaella.com,Restaurants; Hells Kitchen; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Woman Owned; Latino Owned; Spanish; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; $$$,Lunch_Price_30; Dinner_Price_45,"744 Ninth Ave.,Manhattan,10019,NY",40.7635547,-73.9885866
Empire Steak House - West 54th Street,empire-steak-house-west-54th-street,https://www.nyctourism.com/restaurant-week/empire-steak-house-west-54th-street,https://assets.ctfassets.net/1aemqu6a6t65/3qhzgWhwEZzc1cZ7AK3z31/6e6a5a837611442566056dfec362d87c/PDFsam_merge.pdf,https://www.empiresteakhousenyc.com/midtown-west,Restaurants; Midtown West; Manhattan; New York City; Mastercard Offer; Organic; Wheelchair Accessible; Steakhouse; Seafood; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_Dinner_Price_60,"237 W. 54th St.,Manhattan,10019,NY",40.764488,-73.9830568
La Bonne Soupe,la-bonne-soupe,https://www.nyctourism.com/restaurant-week/la-bonne-soupe,https://assets.ctfassets.net/1aemqu6a6t65/06twlsCsuJx6faABaiv4Y/5970c0c32d8f554133350daf538a69d0/LBS_RW_S23.pdf,https://labonnenyc.com,Restaurants; Midtown West; Manhattan; New York City; Mastercard Offer; French; Vegetarian Options; $$; $$$$; Private Function Room(s); Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"48 W. 55th St.,Manhattan,10019,NY",40.7624055,-73.9769719
Club A Steakhouse,club-a-steakhouse,https://www.nyctourism.com/restaurant-week/club-a-steakhouse,,http://www.clubasteakhouse.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Large Print; Braille; Wheelchair Accessible; Steakhouse; Free WiFi; Internet; $$$$; Balcony/Terrace; Member Organization; Private Function Room(s),Dinner_Price_60; Sunday_Dinner_Price_60,"240 E. 58th St.,Manhattan,10022,NY",40.7600574,-73.9655842
Frida Midtown,frida-midtown,https://www.nyctourism.com/restaurant-week/frida-midtown,,https://fridamidtown.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Woman Owned; Mexican; Peruvian; Vegetarian Options; Vegan Options; Gluten-Free; $$$$,Lunch_Price_45; Dinner_Price_60; Sunday_LunchBrunch_Price_45; Sunday_Dinner_Price_60,"214 E. 52nd St.,Manhattan,10022,NY",40.7566006,-73.9692075
Longo Bros.,longo-bros,https://www.nyctourism.com/restaurant-week/longo-bros,https://assets.ctfassets.net/1aemqu6a6t65/2BTzENwceffJPOlLLHgoRF/3613714c4a869301c3e826c479ba170a/rest_week_full.pdf,https://longobrosnyc.com,Restaurants; Hells Kitchen; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Pizza; $$$; Member Organization; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"474 Ninth Ave.,Manhattan,10018,NY",40.7548453,-73.9949195
Wagamama - Midtown,wagamama-midtown,https://www.nyctourism.com/restaurant-week/wagamama-midtown,,https://www.wagamama.us/restaurants/midtown,Restaurants; Midtown West; Manhattan; New York City; Wheelchair Accessible; Asian Fusion; Japanese / Sushi; $$$; Member Organization; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"100 W. 55th St.,Manhattan,10019,NY",40.7629293,-73.9783987
Bixi,bixi,https://www.nyctourism.com/restaurant-week/bixi,https://assets.ctfassets.net/1aemqu6a6t65/1CqtohReRWlU128Kg8g7cG/1691ba4aa3cb0b14133984e3b2185877/Bixi_RW_Summer.pdf,https://www.bixiharlem.com,Restaurants; Harlem; Manhattan; New York City; Mastercard Offer; Organic; Large Print; Wheelchair Accessible; Gluten-Free; Asian Fusion; $$$; Bar; Member Organization; Pan-Asian; Cocktails; Black Owned; Woman Owned,Dinner_Price_45; Sunday_Dinner_45,"2164 Frederick Douglass Blvd.,Manhattan,10026,NY",40.8048198,-73.9547643
Rossini's,rossinis-restaurant,https://www.nyctourism.com/restaurant-week/rossinis-restaurant,,http://rossinisrestaurant.com,Restaurants; Murray Hill; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Free WiFi; Internet; $$$; Live Music; Member Organization; Private Function Room(s),Lunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"108 E. 38th St.,Manhattan,10016,NY",40.7492727581,-73.9789092288
Bar Milano by Eataly,bar-milano,https://www.nyctourism.com/restaurant-week/bar-milano,https://assets.ctfassets.net/1aemqu6a6t65/4gx7He0ja9bsgiXlLkKEND/8e356c9dd559f841060dbffeda102292/PDFsam_merge.pdf,https://www.eataly.com/us_en/stores/nyc-flatiron/bar-milano-by-eataly,Restaurants; Flatiron District; Manhattan; New York City; Wheelchair Accessible; Italian; Free WiFi; Internet; $$$$; Member Organization,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_Price_45; Sunday_LunchBrunch_Price_30,"Eataly NYC Flatiron, 200 Fifth Ave.,Manhattan,10010,NY",40.7420328,-73.989975
Addictive Wine & Tapas Bar,addictive-wine-tapas-bar,https://www.nyctourism.com/restaurant-week/addictive-wine-tapas-bar,https://assets.ctfassets.net/1aemqu6a6t65/2wFSDtEx8rzi4d4Su3lXad/4daa32318a15d491491a596f006f042e/Addictive_Queens_Restaurant_Week_2023.pdf,https://addictivewinebar.com,Restaurants; Jackson Heights; Queens; New York City; Mastercard Offer; Wheelchair Accessible; LGBTQ+ Owned; Latino Owned; Asian American Owned; Mediterranean; Spanish; American (New); Vegetarian Options; Vegan Options; Gluten-Free; $$$; Wine,Dinner_Price_45; Sunday_Dinner_45,"87-01 Northern Blvd.,Queens,11372,NY",40.7562612,-73.8806173
Alice,alice,https://www.nyctourism.com/restaurant-week/alice,https://assets.ctfassets.net/1aemqu6a6t65/4xmFSxeg2lMR1wC5N0mhq2/26188e257b126556148d1888a9e22b17/RW-SUMMER-2023_ALICE_DINNER-submit.pdf,https://alicenyc.com,Restaurants; West Village; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Latino Owned; Italian; Seafood; Vegetarian Options; Vegan Options; Gluten-Free; $$$$; Member Organization; Outdoor Dining,Dinner_Price_45; Sunday_Dinner_45,"126 W. 13th St.,Manhattan,10011,NY",40.7370456,-73.9986702
Versa,versa,https://www.nyctourism.com/restaurant-week/versa,https://assets.ctfassets.net/1aemqu6a6t65/71Dhbw3pSmqpNrmTVZW7o6/23706c418c7e049abba97c0fed48cc04/VERSA_Restaurant_Week_Menu__5_.pdf,https://versanyc.com,Restaurants; Garment District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); $$$$; Member Organization,Lunch_Price_30; Dinner_Price_45,"218 W. 35th St.,Manhattan,10001,NY",40.7518063,-73.9910432
TsuruTonTan Udon Noodle Brasserie - Union Square,tsurutontan-udon-noodle-brasserie-union-square,https://www.nyctourism.com/restaurant-week/tsurutontan-udon-noodle-brasserie-union-square,https://assets.ctfassets.net/1aemqu6a6t65/7Ewq0kimMO9qUpMPAJWdyQ/93ece25cc6bf00b7138fb54af2fdeb80/26522_Tsurutontan_NY-RW_2nd_version_02.pdf,https://www.tsurutontan.com/union-square,Restaurants; Union Square; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Asian American Owned; Japanese / Sushi; $$$; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"21 E. 16th St.,Manhattan,10003,NY",40.7368725,-73.9912689
The Dutch,the-dutch,https://www.nyctourism.com/restaurant-week/the-dutch,https://assets.ctfassets.net/1aemqu6a6t65/3n08jQbo7xFNmLZ9c3jxbr/ff10bece31ee8110eb7293ef12fb74ea/PDFsam_merge.pdf,https://www.thedutchnyc.com,Restaurants; Soho; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Vegetarian Options; Gluten-Free; Free WiFi; Internet; $$$; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_Dinner_Price_60,"131 Sullivan St.,Manhattan,10012,NY",40.7265479,-74.0021666
Limani,limani,https://www.nyctourism.com/restaurant-week/limani,https://assets.ctfassets.net/1aemqu6a6t65/Sb4y9E2Yu74O50pzktDev/7bce772fb00e3799870348351417088a/PDFsam_merge.pdf,https://limani.com/new-york,Restaurants; Midtown West; Manhattan; New York City; Mastercard Offer; Organic; Large Print; Wheelchair Accessible; Mediterranean; Greek; Vegetarian Options; Vegan Options; Free WiFi; Internet; $$$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_30; Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"45 Rockefeller Plaza,Manhattan,10111,NY",40.7583395,-73.9792303
Victor,victor,https://www.nyctourism.com/restaurant-week/victor,,https://www.victorbrooklyn.com,Restaurants; Gowanus; Brooklyn; New York City; Mastercard Offer; Mediterranean; Vegetarian Options; Vegan Options; Gluten-Free; $$$$,Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"285 Nevins St.,Brooklyn,11217,NY",40.6795158,-73.9868131
Altesi Downtown,altesi-downtown,https://www.nyctourism.com/restaurant-week/altesi-downtown,https://assets.ctfassets.net/1aemqu6a6t65/7hncqPyDEgBOeLzQTPjbBA/e98564da2c80f68c90ed10a835c763d6/PDFsam_merge.pdf,https://www.altesinyc.com/downtown,Restaurants; Soho; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Vegetarian Options; Gluten-Free; Free WiFi; Internet; $$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"200 Spring St.,Manhattan,10012,NY",40.7250957,-74.0033108
Grace Street Cafe,grace-street-cafe,https://www.nyctourism.com/restaurant-week/grace-street-cafe,,https://www.bygracestreet.com,Restaurants; Koreatown; Manhattan; New York City; Mastercard Offer; Large Print; Braille; Wheelchair Accessible; Asian American Owned; Dessert; Coffeehouse; Vegetarian Options; Vegan Options; Gluten-Free; $; Member Organization; Outdoor Dining,Lunch_Price_45,"17 W. 32nd St.,Manhattan,10001,NY",40.747819,-73.9865153
Glass House Tavern,glass-house-tavern,https://www.nyctourism.com/restaurant-week/glass-house-tavern,,https://glasshousetavern.com,Restaurants; Times Square/Theatre District; Manhattan; New York City; Mastercard Offer; American (New); Free WiFi; Internet; $$$; Member Organization; Private Function Room(s); Outdoor Dining,Dinner_Price_60; Sunday_Dinner_Price_60,"252 W. 47th St.,Manhattan,10036,NY",40.759833,-73.986698
KYU NYC,kyu-nyc,https://www.nyctourism.com/restaurant-week/kyu-nyc,https://assets.ctfassets.net/1aemqu6a6t65/5pIR4CUdtU66FKwsKOyBL0/a9f9fb10b1dcd155202a378ab2d01e2e/PDFsam_merge.pdf,https://www.kyurestaurants.com/location/kyu-nyc,Restaurants; Noho; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Vegetarian Options; Vegan Options; Gluten-Free; $$$$$,Dinner_Price_60; Sunday_LunchBrunch_Price_45; Sunday_Dinner_Price_60,"324 Lafayette St.,Manhattan,10012,NY",40.7256063,-73.9952614
Empire Steak House - East 50th Street,empire-steak-house-east-50th-street,https://www.nyctourism.com/restaurant-week/empire-steak-house-east-50th-street,https://assets.ctfassets.net/1aemqu6a6t65/5hUiLwxCcHfTvmFc9tme0t/59aaf0fb532a584e5a91f8a7a0219b91/PDFsam_merge.pdf,https://www.empiresteakhousenyc.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Steakhouse; Vegetarian Options; Gluten-Free; Free WiFi; $$$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_Dinner_Price_60,"151 E. 50th St.,Manhattan,10022,NY",40.7561844,-73.9712258
Claudette,claudette,https://www.nyctourism.com/restaurant-week/claudette,https://assets.ctfassets.net/1aemqu6a6t65/5g0YApGCkJQJbUmT6X40Xi/8fa20079efb4305cacb67fd582ec49b4/PDFsam_merge.pdf,https://www.claudettenyc.com,Restaurants; Greenwich Village; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; French; Mediterranean; Vegetarian Options; Gluten-Free; $$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"24 Fifth Ave.,Manhattan,10011,NY",40.7330838004,-73.9959924503
Aromi,aromi,https://www.nyctourism.com/restaurant-week/aromi,,https://www.arominyc.com,Restaurants; Carroll Gardens; Brooklyn; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Pizza; Vegetarian Options; Vegan Options; Gluten-Free; $$$,Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"552 Court St.,Brooklyn,11231,NY",40.6750294,-73.9996712
Takumen,takumen,https://www.nyctourism.com/restaurant-week/takumen,https://assets.ctfassets.net/1aemqu6a6t65/5FKnhXROfrXWTBbGmeQtuW/c2a9e983f3f6216d80666e5b2e772733/Restaurant_Week_Summer_2023.pdf,http://www.takumenlic.com,Restaurants; Long Island City; Queens; New York City; Mastercard Offer; Wheelchair Accessible; Asian American Owned; Japanese / Sushi; American (New); Vegetarian Options; Vegan Options; Gluten-Free; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"5-50 50th Ave.,Queens,11101,NY",40.7427319,-73.9546865
Rabbit House Omakase & Sake Bar,rabbit-house-omakase-sake-bar,https://www.nyctourism.com/restaurant-week/rabbit-house-omakase-sake-bar,https://assets.ctfassets.net/1aemqu6a6t65/7Bh2cDZuexj7mWuc0ykd60/bc73027017f3a8d033e7a7b20df00378/menu_2306NYRW60.pdf,https://rabbithouse.nyc,Restaurants; Lower East Side; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; Japanese / Sushi; Vegetarian Options; Vegan Options; Gluten-Free; $$$$; Bar; Sake,Dinner_Price_60; Sunday_Dinner_Price_60,"41 Essex St.,Manhattan,10002,NY",40.7162743,-73.989636
Periyali,periyali,https://www.nyctourism.com/restaurant-week/periyali,,https://www.periyali.com,Restaurants; Flatiron District; Manhattan; New York City; Mastercard Offer; Woman Owned; Greek; Free WiFi; Internet; $$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"35 W. 20th St.,Manhattan,10011,NY",40.7407661,-73.9928511
The Fulton,the-fulton,https://www.nyctourism.com/restaurant-week/the-fulton,https://assets.ctfassets.net/1aemqu6a6t65/zbmzvcjFsWChauHR2RslI/474563f9809776b13bd42cf4db0462a4/TF_Restaurant_Week_Menu.pdf,https://www.thefulton.nyc,Restaurants; Lower Manhattan; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Seafood; $$$$; Member Organization; Outdoor Dining,Lunch_Price_60,"Pier 17, 89 South St.,Manhattan,10038,NY",40.705573,-74.0014567
The Dram Shop Bar,the-dram-shop,https://www.nyctourism.com/restaurant-week/the-dram-shop,https://assets.ctfassets.net/1aemqu6a6t65/4MMgcc9srZvirj8g3n1yHt/df27221bd649e39025a1135ba1a23afe/PDFsam_merge.pdf,https://www.dramshopbrooklyn.com,Restaurants; Park Slope; Brooklyn; New York City; Mastercard Offer; Wheelchair Accessible; American (New); American (Traditional); Southwestern; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"339 9th St.,Brooklyn,11215,NY",40.6688658,-73.9850575
Veselka,veselka-restaurant,https://www.nyctourism.com/restaurant-week/veselka-restaurant,,https://www.veselka.com,Restaurants; East Village; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Ukrainian; Vegetarian Options; Internet; $$$; Member Organization; Family; Outdoor Dining,Lunch_Price_30; Dinner_Price_30; Sunday_Dinner_30,"144 Second Ave.,Manhattan,10003,NY",40.7289226,-73.9869285
Bar Boulud,bar-boulud,https://www.nyctourism.com/restaurant-week/bar-boulud,https://assets.ctfassets.net/1aemqu6a6t65/7vxC7tIUXIey8tRayFJ2Dz/ced681174d0f38362f75392a054fe54d/PDFsam_merge.pdf,https://www.barboulud.com/nyc,Restaurants; Upper West Side; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; French; Free WiFi; Internet; $$$$; Bar; Wine; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45; Dinner_Price_60,"1900 Broadway,Manhattan,10023,NY",40.7714137,-73.9817508
Benny John's Bar and Grill,benny-johns-bar-and-grill,https://www.nyctourism.com/restaurant-week/benny-johns-bar-and-grill,https://assets.ctfassets.net/1aemqu6a6t65/5D39v8gogAepyd4XHSRJ5P/68a80625ffecb0c3ea78818dd394a2ab/PDFsam_merge.pdf,https://www.bennyjohnsnyc.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; Steakhouse; $$$$,Lunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"8 E. 48th St.,Manhattan,10017,NY",40.7568173,-73.9774474
Wagamama - Murray Hill,wagamama-murray-hill,https://www.nyctourism.com/restaurant-week/wagamama-murray-hill,,https://www.wagamama.us/restaurants/nyc-murray-hill,Restaurants; Murray Hill; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Asian Fusion; Japanese / Sushi; $$$; Member Organization; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"605 Third Ave.,Manhattan,10158,NY",40.7489423767,-73.9755907823
Ootoya - Chelsea,ootoya-chelsea,https://www.nyctourism.com/restaurant-week/ootoya-chelsea,https://assets.ctfassets.net/1aemqu6a6t65/7u9MGseHDImgNRfEWLTYyC/a80d407bc5c05fa58d2c5cf48716980d/Restaurant_Week_Menu_CH_US_2023_Summer__Lunch_.pdf,https://ootoya.us,Restaurants; Flatiron District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Asian American Owned; Japanese / Sushi; $$$; Member Organization,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"8 W. 18th St.,Manhattan,10011,NY",40.7387488,-73.9927793
Omar's Kitchen & Rum Bar,omars-kitchen,https://www.nyctourism.com/restaurant-week/omars-kitchen,,https://www.omarskitchennyc.com,Restaurants; Lower East Side; Manhattan; New York City; Mastercard Offer; Black Owned; Caribbean; Vegetarian Options; $$$; Member Organization; Cocktails; Vegan; Vegetarian; Jamaican,Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"29A Clinton St.,Manhattan,10002,NY",40.7203841,-73.9845338
Esme,esme,https://www.nyctourism.com/restaurant-week/esme,,https://www.esmebk.com,Restaurants; Greenpoint; Brooklyn; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Vegetarian Options; Gluten-Free; $$$$,Dinner_Price_45; Sunday_Dinner_45,"999 Manhattan Ave.,Brooklyn,11222,NY",40.7331944,-73.9550215
Rosa Mexicano - Union Square,rosa-mexicano-union-square,https://www.nyctourism.com/restaurant-week/rosa-mexicano-union-square,,http://www.rosamexicano.com/unionsquare,Restaurants; Union Square; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Mexican; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"9 E. 18th St.,Manhattan,10003,NY",40.7383338,-73.9907684
Junoon,junoon,https://www.nyctourism.com/restaurant-week/junoon,https://assets.ctfassets.net/1aemqu6a6t65/1QP3yH3pFKc1FxnWcGB5r5/bd9ebc9a4a4b9de85e11fe82bb065d67/Summer_2023_Restaurant_Week_Menu.pdf,https://www.junoonnyc.com,Restaurants; Flatiron District; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Halal; Asian American Owned; Indian; Vegetarian Options; Gluten-Free; Free WiFi; Internet; $$$$; Member Organization; Private Function Room(s); Luxury; Outdoor Dining,Lunch_Price_45; Sunday_LunchBrunch_Price_45,"19 W. 24th St.,Manhattan,10010,NY",40.7430664,-73.9903997
Copinette,copinette,https://www.nyctourism.com/restaurant-week/copinette,,https://copinettenyc.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; American (New); Vegetarian Options; Vegan Options; Gluten-Free; $$$$; Member Organization; Outdoor Dining,Dinner_Price_45; Sunday_Dinner_45,"891 First Ave.,Manhattan,10022,NY",40.7541516,-73.9662617
Casa Limone,casa-limone,https://www.nyctourism.com/restaurant-week/casa-limone,https://assets.ctfassets.net/1aemqu6a6t65/6RpWMq9tpWd2CF3SJbgoV/6145356ed7a65f3ee64fb33f9104af32/PDFsam_merge.pdf,https://casalimonerestaurant.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Large Print; Braille; Wheelchair Accessible; Italian; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$$; Member Organization,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"20 E. 49th St.,Manhattan,10017,NY",40.7573268,-73.9766059
De Mole - Williamsburg,de-mole-williamsburg,https://www.nyctourism.com/restaurant-week/de-mole-williamsburg,https://assets.ctfassets.net/1aemqu6a6t65/4Clb1KE33GxIvJZ42CpLjm/9745874d5c32a78a2127c3416ceff5bd/PDFsam_merge.pdf,https://demolehopest.com,Restaurants; Williamsburg; Brooklyn; New York City; Mastercard Offer; Wheelchair Accessible; Latino Owned; Mexican; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$; Bar; Member Organization; Cocktails; Outdoor Dining,Lunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"2 Hope St.,Brooklyn,11211,NY",40.7137814,-73.9578342
dhom,dhom,https://www.nyctourism.com/restaurant-week/dhom,,https://www.dhomnyc.com,Restaurants; East Village; Manhattan; New York City; Mastercard Offer; Large Print; Braille; Wheelchair Accessible; Asian American Owned; Laotian; Gluten-Free; Free WiFi; $$$,Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"505 E. 12th St.,Manhattan,10009,NY",40.7290594,-73.9809167
Docks Oyster Bar,docks-oyster-bar,https://www.nyctourism.com/restaurant-week/docks-oyster-bar,https://assets.ctfassets.net/1aemqu6a6t65/6MnPNnEfxCQzW5xbbVMT57/0a46bd6a895605927da8d122d8c21f13/Summer_Restaurant_Week_2023.pdf,https://docksoysterbar.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Organic; Wheelchair Accessible; Seafood; American (New); Kosher; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$; Live Music; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_Dinner_Price_60,"633 Third Ave.,Manhattan,10017,NY",40.7498006,-73.9749831
"Lorenzo's Restaurant, Bar & Cabaret",lorenzos-restaurant-bar-cabaret,https://www.nyctourism.com/restaurant-week/lorenzos-restaurant-bar-cabaret,,https://lorenzosdining.com,Restaurants; Bloomfield; Staten Island; New York City; Free WiFi; Organic; Wheelchair Accessible; Italian; Vegetarian Options; Internet; $$$$; Bar/Lounge; Fireplace(s); Gluten-Free; Bar; Cabaret; Hotel Bar; Jazz; Live Music; Member Organization; Club; Lounge; Supper Club; Gift Cards Available; Woman Owned; Vegan Options; Nightlife,Dinner_Price_45; Sunday_Dinner_45,"Hilton Garden Inn New York/Staten Island, 1100 South Ave.,Staten Island,10314,NY",40.6148318,-74.1766456
